Naam,Adres,Latitude,Longitude,Link,Street,Postcode,City
"Vreugdenhil, C.J.","Huisartsenpraktijk Lutmastraat, Amsterdam",52.3506042,4.8941543,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vreugdenhil-c-j-240960,Karel du Jardinstraat,1072 SJ,Amsterdam
"Vriend, B.E.J.M.","Medisch Centrum Wieringermeer, Wieringerwerf",52.8545949,5.0256127,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vriend-b-e-j-m-155042,Brinkweg,1771 CN,Wieringerwerf
"Vriend, E.A.","Gezondheidscentrum Spoorwijk, Huisartsen, Den Haag",52.0525091,4.3124974,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vriend-e-a-299166,Oltmansstraat,2524 NE,Den Haag
"Vries, E.F. de","Huisartsenpraktijk Sluitersveld, Almelo",52.3650305,6.6676167,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-e-f-de-116670,Klokkenbelt,7602 AG,Almelo
"Vriesema-op den Velde, M.","Gezondheidscentrum Holendrecht, Huisartsen, Amsterdam",52.2997875,4.9623753,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vriesema-op-den-velde-m-303533,Niftrikhof,1106 SC,Amsterdam
"Vries, H.P.E. de","Huisartsengroep Frankische Driehoek, Goirle",51.5259097,5.0505578,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-h-p-e-de-120891,Hoogschoor,5052 DA,Goirle
"Vries, L.","Huisartsencentrum Molenweg, Praktijk L. Vries, Haren",53.1744248,6.602843,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-l-126080,Molenweg,9751 AE,Haren
"Vries, L.M.A. de","Huisartsenpraktijk Schiermonnikoog, Schiermonnikoog",53.4783869,6.1639115,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-l-m-a-de-119623,van Starkenborghstraat,9166 PL,Schiermonnikoog
"Vries, M.C. de","Huisartsenpraktijk Zuyderhart, Zwolle",52.4822711,6.1093027,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-m-c-de-124847,Vrijheid,8014 XW,Zwolle
"Vries, M.G. de","Dokters van Nederhoven, Zwijndrecht",51.8136416,4.6163993,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-m-g-de-339057,Buizerdstraat,3334 SB,Zwijndrecht
"Vries, M.M. de","Huisartsenpraktijk De Korenmolen, Putten",52.2584744,5.6022262,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-m-m-de-271572,Engweg,3882 AJ,Putten
"Vries, P.A. de","Huisartsenpraktijk Zorgpost, Emmeloord",52.7121432,5.7535366,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-p-a-de-309873,Koningin Julianastraat,8302 CD,Emmeloord
"Vries, P.J.W. de","Huisartsenpraktijk Pasdeloup - De Vries, Volendam",52.4925844,5.0565905,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-p-j-w-de-311908,Heideweg,1132 CH,Volendam
"Vries, R.P. de","Huisartsenpraktijk de Vries en Bleijendaal, Enkhuizen",52.7033957,5.2820661,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-r-p-de-115498,Molenweg,1601 SR,Enkhuizen
"Vries, W.J. de","Gezondheidscentrum Aalsmeer Oost, Aalsmeer",52.2743806,4.7950859,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-w-j-de-154824,,1432 JZ,Aalsmeer
"Vriezekolk-van Houten, C.R.","Huisartsenpraktijk Domburg, Domburg",51.5609734,3.5011568,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vriezekolk-van-houten-c-r-120143,J.W. Schuurmanstraat,4357 EK,Domburg
"Vrijdag, P.J.H.","Huisartspraktijk Vrijdag, Wouw",51.5198973,4.3874046,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vrijdag-p-j-h-120471,Bergsestraat,4724 CA,Wouw
"Vrij, J.C.M.","Huisartspraktijk J.C.M. Vrij, Den Haag",52.0774431,4.2824426,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vrij-j-c-m-117152,Regentesselaan,2562 CN,Den Haag
"Vrijmoet, K.","Huisartsenpraktijk de Bundeling, Soest",52.164803,5.3056503,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vrijmoet-k-119426,Schoutenkampweg,3768 AE,Soest
"Vrolijk, E.","Medisch Centrum Roelof Hart, Huisartsenpraktijk Vrolijk, Amsterdam",52.3521024,4.8827173,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vrolijk-e-153669,Gerard Terborgstraat,1071 TP,Amsterdam
"Vrolijk, H.","De Doc Huisartsen, Den Haag",52.0770861,4.3251742,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vrolijk-h-117153,Maasstraat,2515 DD,Den Haag
"Vromen, L.G.","Huisartspraktijk Vromen, De Bilt",52.1114511,5.1866144,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vromen-l-g-119326,Henrica van Erpweg,3732 BG,De Bilt
"Vroom, C.","Huisartsenpraktijk C. Vroom, Waddinxveen",52.0550608,4.6429853,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vroom-c-117432,Weidezoom,2742 EX,Waddinxveen
"Vroomen, M.J.W.","Skinklinnik, Heerlen",50.8828248,6.0040683,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vroomen-m-j-w-163679,Jan Campertstraat,6416 SG,Heerlen
"Vroon, R.H.J.","Huisartsenpraktijk De Groote Polder, Klundert",51.6624332,4.5333034,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vroon-r-h-j-341623,Westerstraat,4791 HT,Klundert
"Vrouwenvelder, M.A.H.","Huisartsenpraktijk Nieuw Rapenburg, Rijnsburg",52.1930021,4.4392877,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vrouwenvelder-m-a-h-116315,Katwijkerweg,2231 SB,Rijnsburg
"Vugt, A.W. van","Zorggroep Almere, Huisartsenpraktijk De Bouwmeester, Almere",52.3962,5.2647479,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vugt-a-w-van-114577,M.J. Granpré Molièrestraat,1333 KC,Almere
"Vuik-Verheij, S.","Gezondheidscentrum Ommoord, huisartsen - onderdeel van Zovida, Rotterdam",51.9609954,4.543,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vuik-verheij-s-336439,Briandplaats,3068 JJ,Rotterdam
"Vuister, S.M.A.","Gezondheidscentrum Schalkwijk, Huisartsen 2e etage, Praktijk Wijs / Vuister, Haarlem",52.3550509,4.6577753,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vuister-s-m-a-114578,Heldringstraat,2037 VL,Haarlem
"Vukosavljevic, D.","Huisartsenpraktijk De Rode Schouw, Halsteren",51.5214402,4.2764528,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vukosavljevic-d-209739,Baljuwstraat,4661 LT,Halsteren
"Waal, E.C. van der","Huisartsenpraktijk Händellaan, Delft",51.9915964,4.3431053,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waal-e-c-van-der-287666,Händellaan,2625 SN,Delft
"Waalkes-Klasen, H.P.","Huisartsenpraktijk Mulder & Waalkes, Assen",52.9994633,6.5519734,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waalkes-klasen-h-p-281217,Thorbeckelaan,9402 EP,Assen
"Waal, S.A. de","Huisartsenpraktijk Buikslotermeer, Amsterdam",52.3999156,4.9321199,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waal-s-a-de-114374,Loenermark,1025 VD,Amsterdam
"Waanders, L.","Huisartsenpraktijk Rossum en Heerewaarden, Rossum",51.8009747,5.3383921,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waanders-l-281651,Kerkstraat,5328 AB,Rossum
"Waanders-Lips, M.W.J.","Huisartsenpraktijk Rossum en Heerewaarden, Rossum",51.8009747,5.3383921,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waanders-lips-m-w-j-287623,Kerkstraat,5328 AB,Rossum
"Waardenburg, I.E.","Huisartsenpraktijk Waardenburg, Enter",52.3003411,6.5769829,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waardenburg-i-e-303660,Dorpsstraat,7468 CC,Wierden
"Waard, J. de","Huisartsenpraktijk J. de Waard, Kollum",53.2798135,6.1466043,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waard-j-de-125602,Voorstraat,9291 CC,Kollum
"Waard, K.H.S. de","Medisch Centrum Elisabeth, Huisartspraktijk de Waard, Alkmaar",52.6254821,4.74034,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waard-k-h-s-de-303627,Van Everdingenstraat,1814 HA,Alkmaar
"Waard, M.E.","Huisartspraktijk Aemstelwijck, Praktijk Clemens en De Waard, Ouderkerk aan de Amstel",52.2981452,4.9085554,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waard-m-e-292534,Koningin Wilhelminalaan,1191 BV,Ouderkerk aan de Amstel
"Waart, H.J. de","Huisartsenpraktijk Afferden, Afferden",51.6347834,6.0121451,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waart-h-j-de-264104,Kapelstraat,5851 AS,Afferden
"Waart, M.A.C. van der","Huisartsen Lepelaar, Leusden",52.1316958,5.4418698,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waart-m-a-c-van-der-119577,Lepelaar,3831 DE,Leusden
"Waart, S.M. van der","Huisartsenpraktijk Respons, Hengelo",52.2945075,6.8049891,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waart-s-m-van-der-312057,Straatsburg,7559 NM,Hengelo
"Waart, T.H.A.M. van der","Huisartsen Maastricht Oost, Maastricht",50.8524524,5.7148059,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waart-t-h-a-m-van-der-122568,Marconistraat,6224 GC,Maastricht
"Waas, B.J.","Huisartsenpraktijk Waas, Voskuilen & Lijten, Haarlem",52.4125109,4.6506056,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waas-b-j-281168,Rijksstraatweg,2025 DB,Haarlem
"Waes, S.C.G. van","Huisartsenpraktijk De Wiek, Etten-Leur",51.5625608,4.6458135,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waes-s-c-g-van-328499,Achter de Molen,4873 GW,Etten-Leur
"Wagenaar, N.","Gezondheidscentrum Floriande, Huisartsen, Hoofddorp",52.3124332,4.6420438,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wagenaar-n-153682,Waddenweg,2134 XL,Hoofddorp
"Wagenaar-Tolsma, J.A.","Huisartsenpraktijk Vathorst, Amersfoort",52.1892253,5.415085,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wagenaar-tolsma-j-a-316965,Heideweg,3825 ZM,Amersfoort
"Wagenvoort, A.E.M.","Huisartsenpraktijk Van der Krabben, Roek en Wagenvoort, Oldenzaal",52.316672,6.9321837,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wagenvoort-a-e-m-283958,Haverstraat,7573 GK,Oldenzaal
"Wai, C.H.","Gezondheidscentrum Het Kruispunt, Huisartsenpraktijk Wai, Rijswijk",52.0325118,4.309718,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wai-c-h-116492,Sir Winston Churchilllaan,2285 SK,Rijswijk
"Wakman, S.","Huisartsenpraktijk Hoensbroek, Hoensbroek",0,0,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wakman-s-303222,,,
"Wal, A.H. van der","Huisartsenpraktijk A.H. van der Wal, Ulft",51.8917687,6.3821822,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wal-a-h-van-der-123729,Pastoor Vernooijstraat,7071 BR,Ulft
"Wal, A. van der","Huisartsenpraktijk van der Wal, Molenaarsgraaf",51.8791389,4.8321137,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wal-a-van-der-320525,Graafdijk-oost,2973 XB,Molenaarsgraaf
"Wallaart, E.F.","Huisartsenpraktijk Elsbroek, L. Bosch en E.F. Wallaart, Hillegom",52.284923,4.5758212,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wallaart-e-f-156950,Vincent van Goghsingel,2182 LN,Hillegom
"Wal, L.C. van der","Huisartsenpraktijk Kerssen en Van der Wal, Den Haag",52.0805435,4.2814032,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wal-l-c-van-der-250904,Laan van Meerdervoort,2563 AA,Den Haag
"Wal, M.C. van der","Huisartsenpraktijk de Trommel, Zwolle",52.4826272,6.1083958,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wal-m-c-van-der-265478,Ministerlaan,8014 XE,Zwolle
"Wal-Rumahloine, F.J. van der","Groepspraktijk Hoogezand-Sappemeer Oost, Sappemeer",53.1654744,6.792687,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wal-rumahloine-f-j-van-der-126001,Noorderstraat,9611 AD,Kleinemeer
"Walschots, S.D.","Huisartsenpraktijk S.D. Walschots, Alkmaar",52.6192898,4.7419815,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-walschots-s-d-283748,Heilooërdijk,1814 LS,Alkmaar
"Walsem, W.J.P. van","Huisartsen Groepspraktijk 't Manschot, Winterswijk",51.9727124,6.724498,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-walsem-w-j-p-van-123756,Vredensestraat,7101 MK,Winterswijk
"Walvis, K.M.","Huisartsenpraktijk Walvis, De Rijp",52.5596552,4.8439126,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-walvis-k-m-263931,Wollandje,1483 WG,De Rijp
"Waning, E.E. van","Huisartsenpraktijk E.E. van Waning, Hilversum",52.2274749,5.1720615,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waning-e-e-van-114586,Melkpad,1217 LR,Hilversum
"Wardenier, E.J.","Huisartsenpraktijk Lentemorgen, Zevenaar",51.9336136,6.073897,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wardenier-e-j-292598,De Hooge Bongert,6903 DA,Zevenaar
"Warnaar, R.M.","Groepspraktijk Huisartsen De Compaenen, Heerenveen",52.9597023,5.9323589,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-warnaar-r-m-125235,Veldschans,8448 EX,Heerenveen
"Warnaars, B.J.H.","Huisartsenpraktijk Warnaars, Sassenheim",52.219851,4.512617,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-warnaars-b-j-h-116259,Hoofdstraat,2171 AV,Sassenheim
"Warnaars-Gesink, A.F.","Huisartsenpraktijk Warnaars, Sassenheim",52.219851,4.512617,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-warnaars-gesink-a-f-116258,Hoofdstraat,2171 AV,Sassenheim
"Wasei, L.","Heros Huisartsen, Amsterdam",52.3580575,4.8045466,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wasei-l-338881,Osdorpplein,1068 TB,Amsterdam
"Wassenaar, A.","Huisartsenpraktijk Wassenaar, Drachten",53.1050118,6.0823775,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wassenaar-a-168223,Zuiderhogeweg,9203 ST,Drachten
"Wassink-Hordijk, J.C.","Gezondheidscentrum Spoorlaan, Praktijk Hordijk & Wassink, Capelle aan den IJssel",51.9543046,4.5811483,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wassink-hordijk-j-c-314491,Spoorlaan,2908 BG,Capelle aan den IJssel
"Water-Tacken, C.J.M. van de","Medisch Centrum Eudokia, Huisartsenpraktijk van de Water & van Welij, Enschede",52.2099925,6.8631231,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-water-tacken-c-j-m-van-de-282459,S.L. Louwesstraat,7545 EW,Enschede
"Wauters, M.C.C.R.","Huisartsenpraktijk Winkel en Wauters, Rijen",51.5896571,4.9130267,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wauters-m-c-c-r-162260,Raadhuisplein,5121 JZ,Rijen
"Weber, P.H.","Huisartsenpraktijk Boekel, Boekel",51.6037412,5.6744979,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weber-p-h-121410,Wit-Gele Kruispad,5427 AX,Boekel
"Weebers, B.","Huisartsenpraktijk Generaal, Praktijk Weebers, Bussum",52.2797971,5.1610413,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weebers-b-263908,Generaal de la Reijlaan,1404 BR,Bussum
"Weeda, G.","Novum Praktijken, Arnhem",51.9665847,5.9109817,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weeda-g-124278,Huissensestraat,6832 AS,Arnhem
"Weeghel, I.H. van","Apotheekhoudende Huisartsenpraktijk America, America",51.4364425,5.9784456,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weeghel-i-h-van-165343,Pastoor Jeukenstraat,5966 NM,America
"Weel, C.R.M. van","Huisartsenpraktijk Van Weel, Varsseveld",51.942717,6.4547874,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weel-c-r-m-van-209771,de Egge,7051 AX,Varsseveld
"Wee, M.B.P.L. ter","Huisartsenpraktijk Bredasingel, Arnhem",51.9509377,5.8633588,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wee-m-b-p-l-ter-123419,Bredasingel,6843 RE,Arnhem
"Weenen, M.","Huisartsenpraktijk Mariahoek, Utrecht",52.0852348,5.1181945,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weenen-m-300514,Catharijnesingel,3511 GK,Utrecht
"Weenink, I.","Huisartspraktijk Weenink en Meulenaar, Putten",52.2572429,5.6081341,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weenink-i-312909,Klaas Frisohof,3881 SZ,Putten
"Weerd, B.G.J. van der","Huisartsenpraktijk Veen, Veen",51.7784886,5.1086666,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weerd-b-g-j-van-der-120063,Mussentiend,4264 RR,Veen
"Weerd, L. de","Medisch Centrum Helperpark, Groningen",53.2042539,6.5879056,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weerd-l-de-282394,Helperpark,9723 ZA,Groningen
"Weerdt-Bakker, I.S. van der","Goede en Stam, huisartsen, Aalsmeer",52.2665336,4.7511831,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weerdt-bakker-i-s-van-der-263634,Kwekerijpad,1431 LA,Aalsmeer
"Weers, W.A. van","SAG Gezondheidscentrum Banne Buiksloot, Huisartsen, Amsterdam",52.4113352,4.9230984,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weers-w-a-van-114590,Parlevinker,1034 PX,Amsterdam
"Weert, M.M. van de","Dokters in Oost, Veenendaal",52.0249228,5.5821534,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weert-m-m-van-de-323614,Hootsenheem,3907 NG,Veenendaal
"Wegewijs-de Jong, M.","Maatschap Wessels & Wegewijs-de Jong, Reuver",51.2833096,6.0813059,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wegewijs-de-jong-m-250995,Broeklaan,5953 NB,Reuver
"Weg, L. van de","Huisartsenpraktijk Berg en Bos, Apeldoorn",52.2110961,5.9337067,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weg-l-van-de-281230,John F. Kennedylaan,7314 PS,Apeldoorn
"Weick-Vijge, J.A.","Huisartsenpraktijk M.W. Zandijk-van Assenbergh en J.A. Weick-Vijge, Ermelo",52.3062562,5.6226507,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weick-vijge-j-a-263714,Julianalaan,3851 RA,Ermelo
"Weijer-Derks, T.A.M. de","Happy Living Academy, Den Haag",52.0885093,4.353903,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weijer-derks-t-a-m-de-314204,Tarwekamp,2592 XH,Den Haag
"Weijer, F.","Huisartsen Dorpspraktijk, Castricum",52.5478998,4.6647152,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weijer-f-304357,Korte Cieweg,1901 DT,Castricum
"Weijer-Schouten, N.P.E.","Huisartsen Anton Jurgenshuis, Huisartsenpraktijk Weijer en van Helmond, Oss",51.7706468,5.5319481,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weijer-schouten-n-p-e-336813,Schadewijkstraat,5348 BC,Oss
"Weijers, J.","Huisartsenpraktijk Wielders-Kuijpers en Van Lier, Vlijmen",51.6946669,5.2078245,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weijers-j-312191,De Statie,5251 DK,Vlijmen
"Weijers-Poppelaars, F.A.M.","Huisartsenpraktijk Wieënhof, locatie Ysselsteyn, Ysselsteyn",51.4906047,5.8983541,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weijers-poppelaars-f-a-m-150005,Litsenbergweg,5813 CG,Ysselsteyn
"Weijnen, R.C.C.","Huisartsenpraktijk R.C.C. Weijnen, Weert",51.2544581,5.7155546,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weijnen-r-c-c-122166,Maaslandlaan,6004 GC,Weert
"Weijtlandt, M.","Medisch Centrum Molenweg, Huisartsenpraktijk Weijtlandt, Amstelveen",52.3079975,4.8475886,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weijtlandt-m-153726,Amsterdamseweg,1182 HG,Amstelveen
"Weissmann, M.P.","Huisartspraktijk Weissmann, Oosterhout",51.6477805,4.8700229,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weissmann-m-p-120721,Pasteurlaan,4901 DH,Oosterhout
"Wekker, J.P.","Huisartsenpraktijk Wekker, Hoogvliet",51.8707073,4.3536262,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wekker-j-p-118361,Oude Wal,3193 EN,Hoogvliet
"Welij, M.J.T. van","Medisch Centrum Eudokia, Huisartsenpraktijk van de Water & van Welij, Enschede",52.2099925,6.8631231,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-welij-m-j-t-van-283957,S.L. Louwesstraat,7545 EW,Enschede
"Weling, A.F.J.M.","Huisartsenpraktijk Kronenberg, Kronenberg",51.4146231,5.9994748,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weling-a-f-j-m-122115,Meerweg,5976 NS,Kronenberg
"Wel, J.L. van der","Huisartspraktijk J.A. de Jong en J.L. van der Wel, Kapelle",51.4824893,3.959996,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wel-j-l-van-der-161824,Biezelingsestraat,4421 BN,Biezelinge
"Welle-Migchels, A.M. van der","Medisch Centrum Groenveld, Venlo",51.3613772,6.1788951,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-welle-migchels-a-m-van-der-313653,Prinsenstraat,5913 ST,Venlo
"Welling, J.C.B.","Huisartsenpraktijk Den Papendiek, Groenlo",52.0395388,6.6097219,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-welling-j-c-b-161190,Buitenschans,7141 EL,Groenlo
"Welling, J.G.","Huisartsen Kerkdriel, Kerkdriel",51.7722164,5.3377883,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-welling-j-g-121268,De Hohorst,5331 AM,Kerkdriel
"Welling, R.C.","Welling en Van Lingen Huisartsen, Nijverdal",52.3605395,6.4665138,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-welling-r-c-153730,Nijkerkendijk,7442 LS,Nijverdal
"Welman, F.H.S.","Huisartsenpraktijk Docwerk, Maassluis",51.9298047,4.2428417,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-welman-f-h-s-329227,De Vloot,3144 PK,Maassluis
"Welsem-Rennings, G. van","Huisartsenpraktijk Het Ven, Veghel",51.6323415,5.5590813,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-welsem-rennings-g-van-156724,Moerven,5464 PG,Veghel
"Weltevrede, H.J.","Huisartsenpraktijk Weltevrede en Wisse, Geertruidenberg",51.6991226,4.8641912,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-weltevrede-h-j-120748,Walgang,4931 DH,Geertruidenberg
"Welvering, O.","Huisartsenpraktijk Noordhof, Alkmaar",52.6188984,4.7482029,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-welvering-o-281190,Geert Groteplein,1813 BK,Alkmaar
"Wenselaar, J.S.","Huisartsenpraktijk Ommeren, Ommeren",51.9462946,5.4960662,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wenselaar-j-s-117505,Dokter Guepinlaan,4032 NJ,Ommeren
"Wentink, N.","Huisartsengroep Bredero, Breda",51.577581,4.7669659,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wentink-n-337743,Brederostraat,4819 HH,Breda
"Wereld, S.J.M. van der","Huisartsenpraktijk J.P. Smit-Smouter en S.J.M. van der Wereld, Rotterdam",51.8888913,4.5128542,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wereld-s-j-m-van-der-118172,Langegeer,3075 JE,Rotterdam
"Werf, A.K. van der","Huisartsencentrum Dokkum, Dokkum",53.3201088,5.9919921,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-werf-a-k-van-der-270739,Birdaarderstraatweg,9101 DC,Dokkum
"Werkhoven-Meulblok, D.E.P.","Huisartsen Zorgplein Zuid, Nieuwegein",52.0057115,5.085935,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-werkhoven-meulblok-d-e-p-250894,Ratelaar,3434 EW,Nieuwegein
"Werkum, F.W. van","Huisartsenpraktijk Wapenveld, Wapenveld",52.4283663,6.0688505,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-werkum-f-w-van-313658,Putterweg,8191 AZ,Wapenveld
"Werkum, J.W. van","Huisartspraktijk Nieuw Zuid, locatie Middelburg, Middelburg",51.4856773,3.6163044,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-werkum-j-w-van-338875,Rentmeesterlaan,4336 EE,Middelburg
"Werschkull, H.","Huisartsenpraktijk Westertoren, Amsterdam",52.3748284,4.8847867,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-werschkull-h-324809,Westermarkt,1016 DK,Amsterdam
"Wesseler, G.H.","Huisartsenpraktijk F. van der Heide en G.H. Wesseler, 't Harde",52.4190594,5.8777909,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wesseler-g-h-124908,Blerckweg,8084 EZ,'t Harde
"Wesseling, A.E.","Huisartsenpraktijk Lewenborg, Groningen",53.2386955,6.6229077,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wesseling-a-e-167595,Kajuit,9733 CZ,Groningen
"Wessels, S.","Maatschap Wessels & Wegewijs-de Jong, Reuver",51.2833096,6.0813059,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wessels-s-281649,Broeklaan,5953 NB,Reuver
"Westeinde, C.G.J.M. van 't","Huisartsenpraktijk Lupine, Alphen aan den Rijn",52.1448704,4.6787341,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-westeinde-c-g-j-m-van-t-271258,Lupinesingel,2403 CM,Alphen aan den Rijn
"Westenberg, C.C.","Huisartsenpraktijk Boting-Klomp, Eibergen",52.1003178,6.6494217,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-westenberg-c-c-317283,Bartelinksgang,7151 CV,Eibergen
"Westenberg, J.","Huisartsenpraktijk Zielhorst, Amersfoort",52.1820048,5.4076138,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-westenberg-j-114598,Albert Schweitzersingel,3822 CW,Amersfoort
"Westeneng, A.C.","Huisartsenpraktijk De Molen, Scherpenzeel",52.0780601,5.4848618,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-westeneng-a-c-317117,Vijverlaan,3925 EL,Scherpenzeel
"Westeneng-Versteeg, H.C.","Huisartsenpraktijk Schouten en Versteeg, Hendrik-Ido-Ambacht",51.8439058,4.6285659,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-westeneng-versteeg-h-c-118173,Tromplaan,3342 TS,Hendrik-Ido-Ambacht
